index;Publishing Year;Book Name;Author;language_code;Author_Rating;Book_average_rating;Book_ratings_count;genre;gross sales;publisher revenue;sale price;sales rank;Publisher ;units sold
241;-3800;Î Î¿Î»Î¹Ï„ÎµÎ¯Î±;Plato, Desmond Lee;eng;Intermediate;39;110274;genre fiction;38709;232254;99;265;Amazon Digital Services,  Inc.;391
242;15930;The Taming of the Shrew;William Shakespeare;en-US;Intermediate;381;126318;nonfiction;27261;163566;699;266;Hachette Book Group;390
243;20140;Cress;Marissa Meyer;eng;Famous;446;162069;nonfiction;115414;692484;299;268;Macmillan;386
244;20100;Just Kids;Patti Smith;en-US;Intermediate;414;106542;genre fiction;76615;45969;199;269;Random House LLC;385
245;19970;;Phaidon Press;eng;Intermediate;379;102746;genre fiction;306017;1836102;799;270;Penguin Group (USA) LLC;383
246;20010;Jemima J;Jane Green;en-US;Intermediate;362;101436;genre fiction;75819;0;199;271;Amazon Digital Services,  Inc.;381
247;18310;Notre-Dame de Paris;Victor Hugo, Walter J. Cobb;eng;Intermediate;397;119851;nonfiction;301371;1808226;791;271;Amazon Digital Services,  Inc.;381
248;19960;A Fine Balance;Rohinton Mistry;eng;Intermediate;434;99252;genre fiction;11362;68172;299;272;Simon and Schuster Digital Sales Inc;380
249;19870;Calvin and Hobbes;Bill Watterson, G.B. Trudeau;en-US;Famous;461;117788;nonfiction;188622;1131732;499;273;Penguin Group (USA) LLC;378
250;20060;Specials;Scott Westerfeld;eng;Intermediate;377;139168;genre fiction;112424;674544;299;274;Amazon Digital Services,  Inc.;376
251;18990;The Awakening;Kate Chopin;eng;Intermediate;363;125474;genre fiction;37125;0;99;275;Amazon Digital Services,  Inc.;375
252;20090;Hunted;P.C. Cast, Kristin Cast;eng;Intermediate;393;138103;genre fiction;187125;112275;499;275;Random House LLC;375
253;20060;For One More Day;Mitch Albom;en-US;Intermediate;409;102193;genre fiction;148827;0;399;276;Amazon Digital Services,  Inc.;373
254;19890;Clear and Present Danger;Tom Clancy;eng;Intermediate;408;105317;genre fiction;111527;669162;299;276;Hachette Book Group;373
255;19960;Falling Up;Shel Silverstein;en-US;Intermediate;433;111779;genre fiction;3663;0;99;278;Amazon Digital Services,  Inc.;370
256;20100;Sh*t My Dad Says;Justin Halpern;;Intermediate;398;102560;nonfiction;27750;16650;75;278;Hachette Book Group;370
257;19930;Trainspotting;Irvine Welsh, Eric Lindor Fall;fre;Intermediate;407;59453;genre fiction;110032;660192;299;279;Random House LLC;368
258;19520;Foundation and Empire;Isaac Asimov;eng;Intermediate;42;105595;genre fiction;109434;0;299;280;Amazon Digital Services,  Inc.;366
259;19970;The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book;Miguel Ruiz;;Intermediate;412;97016;genre fiction;438834;2633004;1199;280;Penguin Group (USA) LLC;366
260;20100;House Rules;Jodi Picoult;en-US;Intermediate;401;111239;nonfiction;408435;245061;1119;281;HarperCollins Publishers;365
261;18120;BrÃ¼der Grimm: Kinder- und HausmÃ¤rchen;Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern;eng;Intermediate;431;116324;genre fiction;181137;0;499;282;Amazon Digital Services,  Inc.;363
262;19670;From the Mixed-Up Files of Mrs. Basil E. Frankweiler;E.L. Konigsburg;eng;Intermediate;415;134537;genre fiction;108537;651222;299;282;Amazon Digital Services,  Inc.;363
263;20130;Doctor Sleep;Stephen King;eng;Intermediate;41;95276;genre fiction;35739;214434;99;283;Amazon Digital Services,  Inc.;361
264;19980;About a Boy;Nick Hornby;en-US;Intermediate;379;101999;genre fiction;107939;647634;299;283;Penguin Group (USA) LLC;361
265;20120;On Dublin Street;Samantha Young;eng;Intermediate;424;136761;nonfiction;390578;2343468;1091;285;Random House LLC;358
266;20080;Crazy Love: Overwhelmed by a Relentless God;Francis Chan, Danae Yankoski, Chris Tomlin;eng;Intermediate;415;106351;genre fiction;106444;638664;299;286;Macmillan;356
267;19600;One Fish, Two Fish, Red Fish, Blue Fish;Dr. Seuss;;Intermediate;412;117582;nonfiction;70645;42387;199;287;Simon and Schuster Digital Sales Inc;355
268;19870;Watchers;Dean Koontz;;Intermediate;416;109595;genre fiction;104949;0;299;289;Amazon Digital Services,  Inc.;351
269;19020;The Story of My Life;Helen Keller;eng;Intermediate;407;107313;nonfiction;34749;208494;99;289;Amazon Digital Services,  Inc.;351
270;20090;This Is Where I Leave You;Jonathan Tropper;eng;Intermediate;388;98645;genre fiction;3465;0;99;290;Amazon Digital Services,  Inc.;350
271;20100;Abraham Lincoln: Vampire Hunter;Seth Grahame-Smith;en-US;Intermediate;37;106336;genre fiction;34452;0;99;291;Amazon Digital Services,  Inc.;348
272;19990;ãƒ•ãƒ«ãƒ¼ãƒ„ãƒã‚¹ã‚±ãƒƒãƒˆ 1;Natsuki Takaya, Alethea Nibley, Athena Nibley;eng;Intermediate;423;118467;nonfiction;103155;61893;299;293;Simon and Schuster Digital Sales Inc;345
273;16230;The Tempest;William Shakespeare;en-US;Intermediate;38;125178;genre fiction;102557;0;299;294;Amazon Digital Services,  Inc.;343
274;20100;Burned: A House of Night Novel;P.C. Cast, Kristin Cast;eng;Intermediate;398;120763;genre fiction;101959;0;299;295;Amazon Digital Services,  Inc.;341
275;19970;Wizard and Glass;Stephen King, Dave McKean;eng;Intermediate;424;105026;fiction;101959;611754;299;295;Simon and Schuster Digital Sales Inc;341
276;20130;The Circle;Dave Eggers;eng;Novice;346;109412;genre fiction;38726;232356;1139;296;Penguin Group (USA) LLC;340
277;20070;The Invention of Hugo Cabret;Brian Selznick;eng;Intermediate;423;132159;genre fiction;168662;0;499;297;Amazon Digital Services,  Inc.;338
278;19320;Brave New World/Brave New World Revisited;Aldous Huxley, Christopher Hitchens;eng;Intermediate;416;108124;genre fiction;167664;0;499;298;Amazon Digital Services,  Inc.;336
279;20030;æ¡œè˜­é«˜æ ¡ãƒ›ã‚¹ãƒˆéƒ¨ 1;Bisco Hatori;eng;Excellent;436;113881;genre fiction;66665;39999;199;299;HarperCollins Publishers;335
280;20140;The Good Girl;Mary Kubica;eng;Intermediate;381;100936;genre fiction;262072;1572432;799;303;Random House LLC;328
281;20120;Fallen Too Far (Too Far, #1);Abbi Glines;eng;Excellent;421;138871;genre fiction;287532;1725192;882;304;Penguin Group (USA) LLC;326
282;20140;Landline;Rainbow Rowell;eng;Intermediate;355;113805;genre fiction;130074;0;399;304;Amazon Digital Services,  Inc.;326
283;20080;Tempted;P.C. Cast, Kristin Cast;eng;Intermediate;396;127387;fiction;275925;165555;849;305;HarperCollins Publishers;325
284;20050;No Country for Old Men;Cormac McCarthy;eng;Excellent;412;100513;genre fiction;161177;967062;499;306;Simon and Schuster Digital Sales Inc;323
285;20090;Wolf Hall;Hilary Mantel;eng;Intermediate;385;102936;genre fiction;246849;1481094;769;307;Penguin Group (USA) LLC;321
286;19860;Howl's Moving Castle;Diana Wynne Jones;eng;Excellent;43;123945;genre fiction;95082;0;299;309;Amazon Digital Services,  Inc.;318
287;20010;Dreamcatcher;Stephen King, William Olivier Desmond;fre;Intermediate;359;115855;genre fiction;157684;0;499;310;Amazon Digital Services,  Inc.;316
288;18540;"Walden; or Life in the Woods";Henry David Thoreau;eng;Intermediate;379;108062;nonfiction;204435;122661;649;311;Random House LLC;315
289;19890;The Remains of the Day;Kazuo Ishiguro;eng;Excellent;41;105892;nonfiction;187487;1124922;599;312;Random House LLC;313
290;20100;The Best of Me;Nicholas Sparks;en-US;Intermediate;391;103915;genre fiction;30789;184734;99;313;Amazon Digital Services,  Inc.;311
291;20110;The Sense of an Ending;Julian Barnes;eng;Intermediate;37;94968;genre fiction;3069;0;99;314;Amazon Digital Services,  Inc.;310
292;19820;A is for Alibi;Sue Grafton;en-US;Intermediate;382;116026;genre fiction;6169;37014;199;314;Amazon Digital Services,  Inc.;310
293;-4300;ÎŸá¼°Î´Î¯Ï€Î¿Ï…Ï‚ Î¤ÏÏÎ±Î½Î½Î¿Ï‚;Sophocles, J.E. Thomas;eng;Intermediate;367;119496;genre fiction;246092;1476552;799;315;Hachette Book Group;308
294;20090;Shanghai Girls;Lisa See;eng;Intermediate;387;106729;nonfiction;215292;1291752;699;315;Penguin Group (USA) LLC;308
295;19080;The Wind in the Willows;Kenneth Grahame, Gillian Avery;eng;Intermediate;398;124612;genre fiction;103273;619638;3386;317;Penguin Group (USA) LLC;305
296;20140;To All the Boys I've Loved Before;Jenny Han;eng;Excellent;411;136938;nonfiction;59899;0;199;319;Amazon Digital Services,  Inc.;301
297;20000;Persepolis;Marjane Satrapi, Mattias Ripa;eng;Excellent;423;117103;genre fiction;148702;892212;499;321;Random House LLC;298
298;19080;A Room with a View;E.M. Forster;eng;Intermediate;391;109994;genre fiction;89102;0;299;321;Amazon Digital Services,  Inc.;298
299;20100;The DUFF: Designated Ugly Fat Friend;Kody Keplinger;en-US;Intermediate;386;136736;genre fiction;118104;0;399;322;Amazon Digital Services,  Inc.;296
300;20080;Lock and Key;Sarah Dessen;eng;Excellent;401;120475;nonfiction;88504;531024;299;322;Amazon Digital Services,  Inc.;296
301;19950;Naked in Death;J.D. Robb;en-US;Excellent;413;78028;genre fiction;177295;106377;601;323;HarperCollins Publishers;295
302;19940;The Chamber;John Grisham;eng;Intermediate;376;102715;genre fiction;29205;0;99;323;Amazon Digital Services,  Inc.;295
303;20080;Midnight Sun (Partial Draft);Stephenie Meyer;eng;Excellent;403;138118;genre fiction;29007;0;99;324;Amazon Digital Services,  Inc.;293
304;19990;NARUTO -ãƒŠãƒ«ãƒˆ- å·»ãƒŽä¸€ ;Masashi Kishimoto, Katy Bridges;eng;Excellent;435;104633;nonfiction;28809;172854;99;325;HarperCollins Christian Publishing;291
305;20120;The Unlikely Pilgrimage of Harold Fry;Rachel Joyce;eng;Intermediate;389;94012;genre fiction;36946;221676;1274;326;Hachette Book Group;290
306;20120;Every Day;David Levithan;eng;Intermediate;399;121863;genre fiction;114912;689472;399;327;Amazon Digital Services,  Inc.;288
307;19910;Xenocide;Orson Scott Card;eng;Intermediate;377;104467;genre fiction;170715;102429;599;329;Simon and Schuster Digital Sales Inc;285
308;15960;The Merchant of Venice;William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine;eng;Intermediate;378;115621;genre fiction;4275;0;15;329;Amazon Digital Services,  Inc.;285
309;19750;ShÅgun;James Clavell;eng;Excellent;437;104339;genre fiction;207156;1242936;732;330;Hachette Book Group;283
310;20060;Lover Awakened (Black Dagger Brotherhood, #3);J.R. Ward;eng;Famous;445;134249;genre fiction;141217;847302;499;330;Simon and Schuster Digital Sales Inc;283
311;20150;A Court of Thorns and Roses;Sarah J. Maas;eng;Excellent;429;167848;nonfiction;365019;2190114;1299;331;Amazon Digital Services,  Inc.;281
312;20120;;E.L. James;;Excellent;413;76876;genre fiction;138722;0;499;333;Amazon Digital Services,  Inc.;278
313;19890;Chicka Chicka Boom Boom;Bill Martin Jr., John Archambault, Lois Ehlert;eng;Excellent;421;105192;fiction;109725;65835;399;335;Simon and Schuster Digital Sales Inc;275
314;20090;Smile;Raina Telgemeier;eng;Excellent;419;98628;genre fiction;261807;1570842;959;336;HarperCollins Publishers;273
315;19500; Animal Farm & 1984;George Orwell, Christopher Hitchens;eng;Excellent;426;116197;genre fiction;2673;0;99;338;Amazon Digital Services,  Inc.;270
316;19960;The Deep End of the Ocean;Jacquelyn Mitchard;en-US;Intermediate;384;102733;genre fiction;2673;0;99;338;Amazon Digital Services,  Inc.;270
317;20010;The Bonesetter's Daughter;Amy Tan;en-US;Intermediate;398;99926;nonfiction;26334;0;99;340;Amazon Digital Services,  Inc.;266
318;19990;Angus, Thongs and Full-Frontal Snogging;Louise Rennison;eng;Intermediate;374;112733;genre fiction;9975;0;375;340;Amazon Digital Services,  Inc.;266
319;20120;Mr. Penumbra's 24-Hour Bookstore;Robin Sloan;eng;Intermediate;375;110552;genre fiction;171985;103191;649;341;Hachette Book Group;265
320;19790;Flowers in the Attic;V.C. Andrews;eng;Intermediate;379;109063;children;187782;1126692;714;342;Amazon Digital Services,  Inc.;263
321;20160;When Breath Becomes Air;Paul Kalanithi, Abraham Verghese;eng;Excellent;432;116771;genre fiction;104139;0;399;343;Amazon Digital Services,  Inc.;261
322;19900;Maniac Magee;Jerry Spinelli;eng;Intermediate;386;99831;genre fiction;7774;0;299;344;Amazon Digital Services,  Inc.;260
323;19990;Invisible Monsters;Chuck Palahniuk;eng;Intermediate;40;54937;genre fiction;77142;462852;299;345;Simon and Schuster Digital Sales Inc;258
324;16010;"Twelfth Night; or, What You Will";William Shakespeare;eng;Intermediate;397;119607;genre fiction;152745;91647;599;347;Penguin Group (USA) LLC;255
325;20000;Gathering Blue;Lois Lowry;eng;Intermediate;38;114917;genre fiction;9975;0;399;350;Amazon Digital Services,  Inc.;250
326;19780;The Westing Game;Ellen Raskin;eng;Excellent;403;117108;genre fiction;9975;5985;399;350;Amazon Digital Services,  Inc.;250
327;20140;Red Rising;Pierce Brown;eng;Excellent;426;104939;genre fiction;24651;147906;99;351;Amazon Digital Services,  Inc.;249
328;20080;The Way of Shadows;Brent Weeks;en-US;Excellent;415;109236;genre fiction;74451;446706;299;351;Random House LLC;249
329;19880;The Bean Trees;Barbara Kingsolver;eng;Intermediate;394;105032;children;163593;981558;657;352;Amazon Digital Services,  Inc.;249
330;20130;Walking Disaster;Jamie McGuire;eng;Excellent;423;134022;genre fiction;322152;0;1299;353;Amazon Digital Services,  Inc.;248
331;20140;Words of Radiance;Brandon Sanderson;eng;Famous;477;73572;genre fiction;74152;444912;299;354;HarperCollins Publishers;248
332;19880;Guess How Much I Love You;Sam McBratney, Anita Jeram;en-US;Excellent;436;104690;genre fiction;73853;0;299;355;Amazon Digital Services,  Inc.;247
333;20010;The Fiery Cross;Diana Gabaldon;eng;Excellent;426;103552;genre fiction;114114;684684;462;356;Penguin Group (USA) LLC;247
334;19780;Night Shift;Stephen King, John D. MacDonald;en-GB;Intermediate;396;104248;genre fiction;24453;146718;99;356;Amazon Digital Services,  Inc.;247
335;19740;Jaws;Peter Benchley;eng;Intermediate;396;102574;genre fiction;122754;736524;499;357;Simon and Schuster Digital Sales Inc;246
336;20050;The History of Love;Nicole Krauss;eng;Intermediate;391;98379;genre fiction;97755;0;399;359;Amazon Digital Services,  Inc.;245
337;19450;Pippi LÃ¥ngstrump;Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn;eng;Excellent;411;123065;genre fiction;97755;58653;399;360;Amazon Digital Services,  Inc.;245
338;20060;L'Ã©lÃ©gance du hÃ©risson;Muriel Barbery, Alison Anderson;eng;Intermediate;373;101669;genre fiction;169857;1019142;699;363;Hachette Book Group;243
339;20050;Team of Rivals: The Political Genius of Abraham Lincoln;Doris Kearns Goodwin, Suzanne Toren;eng;Excellent;43;102923;genre fiction;72657;435942;299;364;Amazon Digital Services,  Inc.;243
340;20100;Dead in the Family;Charlaine Harris;en-US;Intermediate;388;127379;genre fiction;149445;89667;615;364;Amazon Digital Services,  Inc.;243
341;19470;La peste;Albert Camus, Stuart Gilbert;en-US;Intermediate;397;95803;genre fiction;96558;0;399;366;Amazon Digital Services,  Inc.;242
342;19990;The Reptile Room;Lemony Snicket, Brett Helquist;eng;Intermediate;395;130213;genre fiction;120259;721554;499;367;Simon and Schuster Digital Sales Inc;241
343;20120;Brain on Fire;Susannah Cahalan;eng;Intermediate;40;92849;genre fiction;256665;153999;1065;368;Hachette Book Group;241
344;20070;Wicked Lovely ;Melissa Marr;en-US;Intermediate;369;131034;genre fiction;11976;71856;499;370;Simon and Schuster Digital Sales Inc;240
345;19410;Curious George;H.A. Rey;en-CA;Excellent;413;105473;genre fiction;23661;141966;99;371;Amazon Digital Services,  Inc.;239
346;19790;Die unendliche Geschichte;Michael Ende, Ralph Manheim, Roswitha Quadflieg;eng;Excellent;417;109110;genre fiction;95361;0;399;372;Amazon Digital Services,  Inc.;239
347;19980;A Beautiful Mind;Sylvia Nasar;en-GB;Excellent;412;98276;genre fiction;154462;926772;649;373;Random House LLC;238
348;19060;The Jungle;Upton Sinclair, Earl Lee, Kathleen DeGrave;eng;Intermediate;372;97468;genre fiction;141963;851778;599;375;Random House LLC;237
349;20080;The Summoning;Kelley Armstrong;en-US;Excellent;403;132285;genre fiction;47163;0;199;376;Amazon Digital Services,  Inc.;237
350;19850;The Man Who Mistook His Wife for a Hat and Other Clinical Tales;Oliver Sacks;en-US;Excellent;404;102419;nonfiction;118263;709578;499;376;Random House LLC;237
351;19780;Storm Island;Ken Follett;en-US;Excellent;416;93475;fiction;70863;0;299;376;Amazon Digital Services,  Inc.;237
352;20000;The Blind Assassin;Margaret Atwood;eng;Intermediate;395;98464;nonfiction;188564;1131384;799;378;HarperCollins Christian Publishing;236
353;20140;Hollow City;Ransom Riggs;eng;Excellent;407;73149;genre fiction;164265;98559;699;380;Penguin Group (USA) LLC;235
354;19990;House of Sand and Fog;Andre Dubus III;eng;Intermediate;383;55381;genre fiction;93366;560196;399;381;Amazon Digital Services,  Inc.;234
355;20140;The Girl with All the Gifts;M.R. Carey;eng;Intermediate;393;99729;genre fiction;46367;278202;199;383;Simon and Schuster Digital Sales Inc;233
356;19300;As I Lay Dying;William Faulkner;eng;Intermediate;372;103547;nonfiction;46168;277008;199;385;HarperCollins Publishers;6264
357;19550;Harold and the Purple Crayon;Crockett Johnson;eng;Excellent;424;107221;genre fiction;92568;0;399;385;Amazon Digital Services,  Inc.;6264
358;20060;Lover Eternal (Black Dagger Brotherhood, #2);J.R. Ward;eng;Excellent;435;137558;nonfiction;246015;147609;1065;387;Random House LLC;6237
359;19530;;Isaac Asimov;eng;Excellent;423;96865;nonfiction;69069;414414;299;388;HarperCollins Publishers;6237
360;20010;Fool Moon ;Jim Butcher;eng;Excellent;404;111371;genre fiction;6877;41262;299;389;Macmillan;6210
361;20110;David and Goliath;Malcolm Gladwell;eng;Intermediate;39;90083;nonfiction;25093;150558;1091;389;Random House LLC;6210
362;20020;é‹¼ã®éŒ¬é‡‘è¡“å¸« 1;Hiromu Arakawa, Akira Watanabe;eng;Famous;449;93990;genre fiction;22671;0;99;391;Amazon Digital Services,  Inc.;6183
363;19890;Guards! Guards!;Terry Pratchett;eng;Excellent;432;108652;genre fiction;114271;0;499;392;Amazon Digital Services,  Inc.;6183
364;20050;The Year of Magical Thinking;Joan Didion;eng;Intermediate;386;94590;genre fiction;90972;0;399;393;Amazon Digital Services,  Inc.;6156
365;20030;We Need to Talk About Kevin;Lionel Shriver;eng;Excellent;407;101343;genre fiction;590292;3541752;2589;393;HarperCollins Publishers;6156
366;19730;Rendezvous with Rama;Arthur C. Clarke;eng;Excellent;406;93151;genre fiction;146869;881214;647;395;Amazon Digital Services,  Inc.;6129
367;19880;The Queen of the Damned;Anne Rice;eng;Intermediate;386;110693;genre fiction;22374;134244;99;397;Amazon Digital Services,  Inc.;6102
368;19200;The Age of Innocence;Edith Wharton, Maureen Howard;eng;Intermediate;393;102646;genre fiction;118876;713256;526;398;Amazon Digital Services,  Inc.;6102
369;19760;The Selfish Gene;Richard Dawkins;eng;Excellent;411;96564;genre fiction;89775;53865;399;400;Amazon Digital Services,  Inc.;6075
370;20010;Year of Wonders: A Novel of the Plague;Geraldine Brooks;eng;Intermediate;40;104283;genre fiction;22176;0;99;401;Amazon Digital Services,  Inc.;6048
371;19920;The Black Echo;Michael Connelly;eng;Excellent;408;98591;nonfiction;127456;764736;569;401;Amazon Digital Services,  Inc.;6048
372;19380;Anthem;Ayn Rand;eng;Intermediate;362;95620;genre fiction;111277;0;499;403;Amazon Digital Services,  Inc.;6021
373;20110;Gabriel's Inferno;Sylvain Reynard;eng;Excellent;402;119633;genre fiction;178177;1069062;799;404;Penguin Group (USA) LLC;6021
374;19780;Cloudy with a Chance of Meatballs;Judi Barrett, Ron Barrett;eng;Excellent;415;104677;genre fiction;166278;997668;749;406;Penguin Group (USA) LLC;5994
375;20100;Major Pettigrew's Last Stand;Helen Simonson;eng;Intermediate;387;97745;genre fiction;66079;396474;299;408;Simon and Schuster Digital Sales Inc;5967
376;20090;Vision in White;Nora Roberts;eng;Excellent;41;103933;genre fiction;4378;26268;199;409;Random House LLC;5940
377;20060;The Tenth Circle;Jodi Picoult;eng;Novice;348;99170;genre fiction;39556;237336;1798;409;Amazon Digital Services,  Inc.;5940
378;20110;The Throne of Fire;Rick Riordan;eng;Excellent;42;116360;nonfiction;206736;1240416;944;411;Amazon Digital Services,  Inc.;5913
379;20050;Old Man's War;John Scalzi;eng;Excellent;423;97653;genre fiction;131181;787086;599;412;Macmillan;5913
380;19920;Gerald's Game;Stephen King;eng;Famous;347;100158;fiction;43382;260292;199;413;Amazon Digital Services,  Inc.;5886
381;19960;Two for the Dough;Janet Evanovich;eng;Excellent;411;116171;nonfiction;217782;1306692;999;414;Amazon Digital Services,  Inc.;5886
382;19310;The Joy of Cooking;Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker;;Excellent;414;102348;fiction;186403;1118418;859;415;Hachette Book Group;5859
383;19740;The Forever War;Joe Haldeman;eng;Excellent;415;87636;genre fiction;21483;128898;99;416;Amazon Digital Services,  Inc.;5859
384;19940;Insomnia;Stephen King, Bettina Blanch Tyroller;spa;Intermediate;379;100972;genre fiction;231105;138663;1065;416;Random House LLC;5859
385;20030;Reading Lolita in Tehran: A Memoir in Books;Azar Nafisi;eng;Intermediate;357;94696;genre fiction;107285;0;499;419;Amazon Digital Services,  Inc.;5805
386;20060;The Blade Itself;Joe Abercrombie;eng;Excellent;414;97501;genre fiction;171785;103071;799;419;Random House LLC;5805
387;20020;The Arctic Incident;Eoin Colfer;eng;Intermediate;394;108031;nonfiction;64285;38571;299;420;Amazon Digital Services,  Inc.;5805
388;19930;The Shipping News;Annie Proulx;eng;Intermediate;383;103151;genre fiction;128186;0;599;421;Amazon Digital Services,  Inc.;5778
389;20110;äººç”ŸãŒã¨ãã‚ãç‰‡ã¥ã‘ã®é­”æ³•;Marie KondÅ, Cathy Hirano;eng;Intermediate;377;105063;genre fiction;84987;509922;399;423;Amazon Digital Services,  Inc.;5751
390;20150;All the Bright Places;Jennifer Niven, ÙØ±Ø§Ù†Ú© Ù…Ø¹Ù†ÙˆÛŒ;eng;Excellent;419;132087;genre fiction;42387;254322;199;423;HarperCollins Publishers;5751
391;19970;DÃ©jÃ  Dead;Kathy Reichs;eng;Intermediate;386;100369;genre fiction;106287;637722;499;424;Hachette Book Group;5751
392;20070;The Alchemyst: The Secrets of The Immortal Nicholas Flamel;Michael Scott;eng;Intermediate;384;58396;genre fiction;169388;1016328;799;425;Penguin Group (USA) LLC;5724
393;20110;The Marriage Plot;Jeffrey Eugenides;eng;Novice;342;90551;genre fiction;108032;648192;512;427;Random House LLC;5697
394;19980;Hija de la fortuna;Isabel Allende, Margaret Sayers Peden;eng;Intermediate;389;89770;genre fiction;63089;0;299;428;Amazon Digital Services,  Inc.;5697
395;20150;Luckiest Girl Alive;Jessica Knoll;eng;Novice;348;82504;genre fiction;20076;120456;956;430;Simon and Schuster Digital Sales Inc;5670
396;20040;Crank (Crank, #1);Ellen Hopkins;eng;Excellent;416;104168;genre fiction;83391;0;399;431;Amazon Digital Services,  Inc.;5643
397;20120;The Raven Boys;Maggie Stiefvater;eng;Excellent;405;121727;nonfiction;20691;124146;99;432;Amazon Digital Services,  Inc.;5643
398;19540;I Am Legend and Other Stories;Richard Matheson;eng;Intermediate;399;98795;genre fiction;62192;0;299;433;Amazon Digital Services,  Inc.;5616
399;20080;Olive Kitteridge;Elizabeth Strout;eng;Intermediate;378;85019;genre fiction;20592;0;99;433;Amazon Digital Services,  Inc.;5616
400;20140;Not that Kind of Girl;Lena Dunham, Joana Avillez;eng;Novice;333;88251;nonfiction;124592;747552;599;434;Random House LLC;5616
401;20010;Good to Great: Why Some Companies Make the Leap... and Others Don't;James C. Collins;eng;Excellent;404;85277;genre fiction;103293;0;499;436;Amazon Digital Services,  Inc.;5589
402;20090;Fire;Kristin Cashore;en-US;Excellent;412;98180;genre fiction;245795;147477;1199;439;Penguin Group (USA) LLC;5535
403;19520;En attendant Godot;Samuel Beckett;eng;Intermediate;381;98950;genre fiction;162197;973182;799;444;Penguin Group (USA) LLC;5481
404;19060;White Fang;Jack London;eng;Intermediate;394;100223;genre fiction;170317;1021902;839;444;Random House LLC;5481
405;20030;Wolves of the Calla;Stephen King, Bernie Wrightson;eng;Excellent;417;98182;genre fiction;60398;0;299;445;Amazon Digital Services,  Inc.;5454
406;20000;His Dark Materials;Philip Pullman;eng;Excellent;425;88227;genre fiction;60398;0;299;445;Amazon Digital Services,  Inc.;5454
407;20120;The Edge of Never;J.A. Redmerski;en-US;Excellent;426;117508;genre fiction;60099;360594;299;447;Simon and Schuster Digital Sales Inc;5427
408;20130;Reconstructing Amelia;Kimberly McCreight;eng;Intermediate;382;86965;nonfiction;19899;119394;99;447;Amazon Digital Services,  Inc.;5427
409;20140;The One Plus One;Jojo Moyes;eng;Intermediate;394;87412;genre fiction;39999;239994;199;448;Hachette Book Group;5427
410;19980;The Hours;Michael Cunningham;en-US;Intermediate;391;97462;genre fiction;5000;3000;25;449;HarperCollins Publishers;5400
411;20120;Wallbanger;Alice Clayton;eng;Excellent;41;134805;nonfiction;18980;0;949;450;Amazon Digital Services,  Inc.;5400
412;19970;Holidays on Ice;David Sedaris;eng;Intermediate;395;82591;genre fiction;59501;0;299;452;Amazon Digital Services,  Inc.;5373
413;19960;Desperation;Stephen King;eng;Intermediate;38;94821;genre fiction;19602;117612;99;453;Amazon Digital Services,  Inc.;5346
414;20110;Passion;Lauren Kate;eng;Intermediate;389;119735;genre fiction;79002;0;399;454;Amazon Digital Services,  Inc.;5346
415;20120;The Kill Order;James Dashner;eng;Intermediate;369;96568;genre fiction;105986;635916;538;455;Random House LLC;5319
416;20110;Angelfall;Susan Ee;en-US;Excellent;419;73886;genre fiction;19404;0;99;457;Amazon Digital Services,  Inc.;5292
417;20010;Empire Falls;Richard Russo;eng;Intermediate;391;90811;genre fiction;58604;0;299;458;Amazon Digital Services,  Inc.;5292
418;19930;The Fires of Heaven;Robert Jordan;en-US;Excellent;413;93227;children;148005;88803;759;459;Random House LLC;5265
419;20140;I'll Give You the Sun;Jandy Nelson;eng;Excellent;414;140937;genre fiction;58305;34983;299;460;Simon and Schuster Digital Sales Inc;5265
420;19990;Survivor;Chuck Palahniuk;en-US;Intermediate;393;49551;genre fiction;19206;115236;99;462;HarperCollins Publishers;5238
421;20070;Shopaholic and Baby;Sophie Kinsella;eng;Intermediate;377;98130;genre fiction;19107;0;99;463;Amazon Digital Services,  Inc.;5211
422;20040;The Dark Tower;Stephen King;en-US;Excellent;427;93296;genre fiction;77007;0;399;463;Amazon Digital Services,  Inc.;5211
423;20090;Twilight Director's Notebook;Catherine Hardwicke;en-US;Excellent;42;88847;genre fiction;172608;1035648;899;465;HarperCollins Publishers;5184
424;20010;Shopaholic Abroad;Sophie Kinsella;en-US;Intermediate;375;93498;genre fiction;146879;881274;769;468;Penguin Group (USA) LLC;5157
425;19840;Surely You're Joking, Mr. Feynman! Adventures of a Curious Character;Richard Feynman;en-US;Excellent;429;91625;genre fiction;9481;0;499;470;Amazon Digital Services,  Inc.;5130
426;20100;Linger;Maggie Stiefvater;en-US;Intermediate;391;125363;genre fiction;37611;0;199;471;Amazon Digital Services,  Inc.;5103
427;19080;The Complete Anne of Green Gables Boxed Set;L.M. Montgomery;;Famous;442;92142;genre fiction;151011;906066;799;472;Random House LLC;5103
428;19160;A Portrait of the Artist as a Young Man;James Joyce, Seamus Deane;eng;Intermediate;36;92569;fiction;56511;339066;299;472;Random House LLC;5103
