index;Publishing Year;Book Name;Author;language_code;Author_Rating;Book_average_rating;Book_ratings_count;genre;gross sales;publisher revenue;sale price;sales rank;Publisher ;units sold
56;20020;Everything Is Illuminated;Jonathan Safran Foer;eng;Intermediate;39;131492;genre fiction;162954;977724;99;58;Amazon Digital Services,  Inc.;1646
57;19860;The Bourne Supremacy;Robert Ludlum;en-US;Intermediate;409;142168;genre fiction;177833;1066998;1091;59;Penguin Group (USA) LLC;1630
58;20120;Easy;Tammara Webber;en-CA;Intermediate;411;133937;genre fiction;16137;0;99;59;Amazon Digital Services,  Inc.;1630
59;18490;David Copperfield;Charles Dickens, Jeremy Tambling;eng;Intermediate;396;150512;genre fiction;1839485;1103691;1139;60;Hachette Book Group;1615
60;20070;The Absolutely True Diary of a Part-Time Indian;Sherman Alexie, Ellen Forney;eng;Intermediate;411;160607;genre fiction;103840;62304;649;61;Random House LLC;1600
61;19670;ÐœÐ°ÑÑ‚ÐµÑ€ Ð¸ ÐœÐ°Ñ€Ð³Ð°Ñ€Ð¸Ñ‚Ð°;Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer;eng;Intermediate;432;131389;genre fiction;632016;0;399;62;Amazon Digital Services,  Inc.;1584
62;19680;A Wizard of Earthsea;Ursula K. Le Guin;en-US;Intermediate;399;155042;genre fiction;47070;0;30;63;Amazon Digital Services,  Inc.;1569
63;20000;Because of Winn-Dixie;Kate DiCamillo, Chris Sheban;eng;Intermediate;40;154476;genre fiction;152262;0;99;65;Amazon Digital Services,  Inc.;1538
64;19590;A Separate Peace;John Knowles;en-US;Intermediate;356;155901;genre fiction;592447;0;389;66;Amazon Digital Services,  Inc.;1523
65;19950;The Rainmaker;John Grisham;eng;Intermediate;391;137412;genre fiction;1204093;0;799;67;Amazon Digital Services,  Inc.;1507
66;16050;Don Quijote de La Mancha;Miguel de Cervantes Saavedra, Roberto GonzÃ¡lez EchevarrÃ­a, John Rutherford;eng;Intermediate;385;134931;genre fiction;1341308;8047848;899;68;Hachette Book Group;1492
67;19950;Assassin's Apprentice;Robin Hobb;eng;Intermediate;414;132777;genre fiction;290739;0;199;70;Amazon Digital Services,  Inc.;1461
68;19800;The Restaurant at the End of the Universe;Douglas Adams;eng;Intermediate;422;153838;genre fiction;1155354;6932124;799;71;Penguin Group (USA) LLC;1446
69;20100;Torment;Lauren Kate;eng;Intermediate;389;174393;genre fiction;57057;0;399;72;Amazon Digital Services,  Inc.;1430
70;19010;The Tale of Peter Rabbit;Beatrix Potter;eng;Intermediate;417;162373;genre fiction;989085;593451;699;73;Penguin Group (USA) LLC;1415
71;19530;The Silver Chair;C.S. Lewis, Pauline Baynes;eng;Intermediate;395;170453;genre fiction;524536;3147216;379;75;Hachette Book Group;1384
72;20080;The Hero of Ages;Brandon Sanderson;eng;Famous;446;143622;nonfiction;582664;3495984;421;75;Amazon Digital Services,  Inc.;1384
73;19930;Girl, Interrupted;Susanna Kaysen;eng;Intermediate;39;145161;genre fiction;272431;1634586;199;76;Hachette Book Group;1369
74;20070;Are You There, Vodka? It's Me, Chelsea;Chelsea Handler;;Intermediate;385;127096;genre fiction;546231;3277386;399;76;Hachette Book Group;1369
75;19700;Jonathan Livingston Seagull;Richard Bach, Russell Munson;en-US;Intermediate;38;133728;genre fiction;675147;0;499;77;Amazon Digital Services,  Inc.;1353
76;20140;City of Heavenly Fire;Cassandra Clare;eng;Famous;448;177796;genre fiction;667662;0;499;78;Amazon Digital Services,  Inc.;1338
77;19860;Love You Forever;Robert Munsch, Sheila McGraw;en-GB;Intermediate;434;159703;genre fiction;130977;785862;99;79;Amazon Digital Services,  Inc.;1323
78;20060;Cell;Stephen King;en-US;Intermediate;364;144591;genre fiction;593378;3560268;454;80;HarperCollins Publishers;1307
79;20130;The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics;Daniel James Brown;eng;Intermediate;432;113565;genre fiction;848243;5089458;649;80;Hachette Book Group;1307
80;19770;The Silmarillion;J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith;eng;Intermediate;387;134106;genre fiction;644708;3868248;499;81;Random House LLC;1292
81;19870;The Drawing of the Three;Stephen King;eng;Intermediate;423;139052;nonfiction;253924;1523544;199;82;HarperCollins Publishers;1276
82;20080;The Forgotten Garden;Kate Morton;en-GB;Intermediate;412;138377;genre fiction;49077;0;399;85;Amazon Digital Services,  Inc.;1230
83;19250;Der ProzeÃŸ;Franz Kafka, Edwin Muir, Willa Muir, Max Brod;eng;Intermediate;398;131856;genre fiction;120285;0;99;86;Amazon Digital Services,  Inc.;1215
84;20020;This Lullaby;Sarah Dessen;eng;Intermediate;403;151829;genre fiction;241785;145071;199;86;HarperCollins Publishers;1215
85;20000;Plain Truth;Jodi Picoult;eng;Intermediate;397;128406;genre fiction;11880;0;99;87;Amazon Digital Services,  Inc.;1200
86;20100;Orange Is the New Black: My Year in a Women's Prison;Piper Kerman;eng;Intermediate;37;127186;fiction;23880;0;199;87;Amazon Digital Services,  Inc.;1200
87;19020;The Hound of the Baskervilles;Arthur Conan Doyle, Anne Perry;eng;Intermediate;409;154517;genre fiction;235616;1413696;199;88;Macmillan;1184
88;20110;Thinking, Fast and Slow;Daniel Kahneman;eng;Intermediate;408;136950;genre fiction;115731;694386;99;89;Amazon Digital Services,  Inc.;1169
89;19820;The Mists of Avalon;Marion Zimmer Bradley;eng;Intermediate;412;157736;genre fiction;115731;694386;99;89;Amazon Digital Services,  Inc.;1169
90;19700;Are You There God? It's Me, Margaret;Judy Blume;eng;Intermediate;389;151789;genre fiction;111177;0;99;92;Amazon Digital Services,  Inc.;1123
91;20020;Nights in Rodanthe;Nicholas Sparks;eng;Intermediate;382;129807;genre fiction;560377;3362262;499;92;Amazon Digital Services,  Inc.;1123
92;20140;Mr. Mercedes;Stephen King;eng;Intermediate;392;125847;genre fiction;220293;1321758;199;93;Macmillan;1107
93;20070;All Together Dead;Charlaine Harris;eng;Intermediate;405;162689;genre fiction;698324;4189944;649;95;Random House LLC;1076
94;19970;Midwives;Chris Bohjalian;en-US;Intermediate;397;133155;genre fiction;688589;4131534;649;96;Random House LLC;1061
95;19850;The Polar Express;Chris Van Allsburg;en-US;Intermediate;429;168001;nonfiction;103554;621324;99;97;Amazon Digital Services,  Inc.;1046
96;19890;The True Story of the Three Little Pigs;Jon Scieszka, Lane Smith;en-GB;Intermediate;429;141945;genre fiction;10197;0;99;98;Amazon Digital Services,  Inc.;1030
97;19870;Patriot Games;Tom Clancy;eng;Intermediate;411;141674;genre fiction;607985;0;599;99;Amazon Digital Services,  Inc.;1015
98;19980;Veronika decide morrer;Paulo Coelho, Margaret Jull Costa;eng;Intermediate;369;111856;genre fiction;693245;415947;683;99;Penguin Group (USA) LLC;1015
99;20130;Lean In: Women, Work, and the Will to Lead;Sheryl Sandberg, Nell Scovell;eng;Intermediate;394;135635;genre fiction;98505;0;99;101;Amazon Digital Services,  Inc.;995
100;20050;Dead as a Doornail ;Charlaine Harris;eng;Intermediate;401;169560;genre fiction;50688;304128;512;102;Penguin Group (USA) LLC;990
101;20110;Shatter Me (Shatter Me, #1);Tahereh Mafi;en-US;Intermediate;401;176433;fiction;21952;131712;224;104;Amazon Digital Services,  Inc.;980
102;19590;Starship Troopers;Robert A. Heinlein;en-CA;Intermediate;399;136886;genre fiction;73125;43875;75;105;Hachette Book Group;975
103;20110;I've Got Your Number;Sophie Kinsella;eng;Intermediate;393;144533;genre fiction;9603;0;99;106;Amazon Digital Services,  Inc.;970
104;19910;Sofies Verden;Jostein Gaarder, Paulette MÃ¸ller;eng;Intermediate;388;109692;genre fiction;102240;61344;1065;108;Penguin Group (USA) LLC;960
105;20110;;Mark Cotta Vaz;eng;Intermediate;43;188136;genre fiction;76704;460224;799;108;Penguin Group (USA) LLC;960
106;19500;The Martian Chronicles;Ray Bradbury;en-US;Intermediate;412;143236;genre fiction;188055;0;199;111;Amazon Digital Services,  Inc.;945
107;20100;A Visit From the Goon Squad;Jennifer Egan;eng;Intermediate;364;120126;genre fiction;46906;281436;499;112;Macmillan;940
108;18800;Heidi;Johanna Spyri, Angelo  Rinaldi, Beverly Cleary;eng;Intermediate;397;144497;genre fiction;373065;223839;399;113;Penguin Group (USA) LLC;935
109;20020;Prey;Michael Crichton;;Intermediate;372;131352;genre fiction;18507;0;199;114;Amazon Digital Services,  Inc.;930
110;19560;The Last Battle;C.S. Lewis;eng;Intermediate;402;158701;genre fiction;59800;35880;65;116;Amazon Digital Services,  Inc.;920
111;20070;World Without End;Ken Follett;eng;Intermediate;423;128715;genre fiction;90585;54351;99;117;Random House LLC;915
112;20080;Chosen: A House of Night Novel;P.C. Cast, Kristin Cast;en-US;Intermediate;39;180961;fiction;77592;465552;848;117;Amazon Digital Services,  Inc.;915
113;20120;Slammed;Colleen Hoover;eng;Intermediate;429;153882;genre fiction;9009;0;99;118;Amazon Digital Services,  Inc.;910
114;20070;Beastly (Beastly, #1, Kendra Chronicles, #1);Alex Flinn;eng;Intermediate;384;150003;genre fiction;89595;53757;99;119;Amazon Digital Services,  Inc.;905
115;13900;Tales of Caunterbury;Geoffrey Chaucer, Nevill Coghill;eng;Novice;348;148480;genre fiction;8910;0;99;120;Amazon Digital Services,  Inc.;900
116;20060;Baby Proof;Emily Giffin;en-US;Intermediate;371;124371;nonfiction;58410;35046;649;120;Macmillan;900
117;20110;Inheritance;Christopher Paolini;en-US;Intermediate;408;146905;nonfiction;1073105;643863;1199;121;Random House LLC;895
118;20090;ã„ã¡ãã‚…ã†ã¯ã¡ã‚ˆã‚“ [Ichi-KyÅ«-Hachi-Yon];Haruki Murakami, Jay Rubin, Philip Gabriel;eng;Intermediate;389;125195;genre fiction;26611;0;299;122;Amazon Digital Services,  Inc.;890
119;18520;Uncle Tom's Cabin or Life Among the Lowly;Harriet Beecher Stowe;eng;Intermediate;383;137858;fiction;17711;106266;199;122;HarperCollins Publishers;890
120;19090;Le FantÃ´me de l'OpÃ©ra;Gaston Leroux, Alexander Teixeira de Mattos;eng;Intermediate;397;141110;genre fiction;353115;0;399;123;Amazon Digital Services,  Inc.;885
121;20060;Definitely Dead (Sookie Stackhouse, #6);Charlaine Harris;en-US;Intermediate;402;163054;genre fiction;65250;39150;75;126;Simon and Schuster Digital Sales Inc;870
122;19950;Ensaio Sobre a Cegueira;JosÃ© Saramago, Giovanni Pontiero;en-US;Intermediate;408;98738;genre fiction;345135;0;399;127;Amazon Digital Services,  Inc.;865
123;20100;Freedom;Jonathan Franzen;en-US;Intermediate;373;119213;genre fiction;68714;412284;799;128;Random House LLC;860
124;20110;Crossed;Ally Condie;eng;Intermediate;352;100886;genre fiction;8415;5049;99;130;Amazon Digital Services,  Inc.;850
125;20060;I'd Tell You I Love You, But Then I'd Have to Kill You;Ally Carter;en-US;Intermediate;382;150222;genre fiction;1013155;607893;1199;131;Hachette Book Group;845
126;20080;The White Tiger;Aravind Adiga;eng;Intermediate;371;114531;genre fiction;67116;402696;799;132;Random House LLC;840
127;20010;The Corrections;Jonathan Franzen;eng;Intermediate;378;117657;genre fiction;81675;0;99;135;Amazon Digital Services,  Inc.;825
128;19950;Dreams from My Father;Barack Obama;eng;Intermediate;381;128961;nonfiction;164175;98505;199;135;HarperCollins Publishers;825
129;19800;Congo;Michael Crichton;eng;Intermediate;355;129811;nonfiction;569685;341811;699;137;Random House LLC;815
130;19720;Alexander and the Terrible, Horrible, No Good, Very Bad Day;Judith Viorst, Ray Cruz;en-CA;Intermediate;422;146073;genre fiction;24219;0;299;138;Amazon Digital Services,  Inc.;810
131;19990;Interpreter of Maladies;Jhumpa Lahiri;eng;Intermediate;412;110651;genre fiction;857325;514395;1065;139;Penguin Group (USA) LLC;805
132;19800;A People's History of the United States: 1492 to Present ;Howard Zinn;eng;Intermediate;407;137372;genre fiction;31920;0;399;140;Amazon Digital Services,  Inc.;800
133;19580;Breakfast at Tiffany's;Truman Capote;eng;Intermediate;389;129778;genre fiction;7920;4752;99;140;Amazon Digital Services,  Inc.;800
134;20100;The Passage;Justin Cronin;eng;Intermediate;404;126993;genre fiction;317205;0;399;141;Amazon Digital Services,  Inc.;795
135;20050;Anansi Boys;Neil Gaiman;eng;Intermediate;40;137639;nonfiction;15721;94326;199;142;Amazon Digital Services,  Inc.;790
136;20090;Along for the Ride;Sarah Dessen;eng;Intermediate;408;151721;genre fiction;941215;564729;1199;143;Penguin Group (USA) LLC;785
137;20140;Everything I Never Told You;Celeste Ng;eng;Intermediate;378;108703;genre fiction;31122;0;399;144;Amazon Digital Services,  Inc.;780
138;19820;La casa de los espÃ­ritus;Isabel Allende, Magda Bogin;en-US;Intermediate;42;119930;genre fiction;826925;496155;1067;145;Simon and Schuster Digital Sales Inc;775
139;19790;The Dead Zone;Stephen King;en-US;Intermediate;39;132723;genre fiction;15124;90744;199;148;HarperCollins Publishers;760
140;19200;The Mysterious Affair at Styles;Agatha Christie, Î¡Î¿Î¶Î¯Ï„Î± Î£ÏŽÎºÎ¿Ï…;eng;Intermediate;398;135514;genre fiction;301245;0;399;149;Amazon Digital Services,  Inc.;755
141;19340;Murder in the Calais Coach;Agatha Christie;eng;Intermediate;416;138444;genre fiction;37425;0;499;150;Amazon Digital Services,  Inc.;750
142;20130;Americanah;Chimamanda Ngozi Adichie;eng;Intermediate;426;113252;genre fiction;29925;0;399;150;Amazon Digital Services,  Inc.;750
143;20010;Suzanne's Diary for Nicholas;James Patterson;eng;Intermediate;416;121398;genre fiction;371755;223053;499;151;Random House LLC;745
144;19800;Firestarter;Stephen King;eng;Intermediate;385;142213;genre fiction;29526;177156;399;152;Macmillan;740
145;20130;Entwined with You;Sylvia Day;eng;Intermediate;419;141641;genre fiction;72765;0;99;153;Amazon Digital Services,  Inc.;735
146;20090;Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen;Christopher McDougall;eng;Intermediate;427;109642;genre fiction;36427;0;499;154;Amazon Digital Services,  Inc.;730
147;20140;The Storied Life of A.J. Fikry;Gabrielle Zevin;eng;Intermediate;398;115393;genre fiction;544475;326685;751;155;Random House LLC;725
148;19390;Mad About Madeline;Ludwig Bemelmans;en-GB;Intermediate;422;156726;genre fiction;7128;0;99;156;Amazon Digital Services,  Inc.;720
149;19370;Think and Grow Rich;Napoleon Hill;eng;Intermediate;417;87445;genre fiction;7029;0;99;158;Amazon Digital Services,  Inc.;710
150;19320;Little House In The Big Woods;Laura Ingalls Wilder, Garth Williams;eng;Intermediate;416;165127;genre fiction;69795;41877;99;159;Amazon Digital Services,  Inc.;705
151;20040;Jonathan Strange & Mr Norrell;Susanna Clarke;eng;Intermediate;38;133683;genre fiction;55930;33558;799;160;Hachette Book Group;700
152;20010;A Bend in the Road;Nicholas Sparks;eng;Intermediate;402;116800;genre fiction;13532;81192;199;164;HarperCollins Publishers;680
153;20130;The House of Hades;Rick Riordan;eng;Famous;454;159774;nonfiction;66825;40095;99;165;Amazon Digital Services,  Inc.;675
154;20080;Gone;Michael  Grant;eng;Intermediate;385;144606;genre fiction;36783;220698;549;166;Amazon Digital Services,  Inc.;670
155;20030;The Wedding;Nicholas Sparks;en-US;Intermediate;398;118045;genre fiction;65835;39501;99;167;Amazon Digital Services,  Inc.;665
156;20050;1776;David McCullough;eng;Intermediate;406;130293;genre fiction;78144;468864;1184;168;Random House LLC;660
157;20030;Under the Banner of Heaven: A Story of Violent Faith;Jon Krakauer;eng;Intermediate;398;112167;genre fiction;64845;0;99;169;Amazon Digital Services,  Inc.;655
158;20120;Beautiful Ruins;Jess Walter;eng;Intermediate;367;116053;genre fiction;981845;589107;1499;169;Random House LLC;655
159;20060;The Audacity of Hope: Thoughts on Reclaiming the American Dream;Barack Obama;en-US;Intermediate;369;110873;genre fiction;32435;0;499;170;Amazon Digital Services,  Inc.;650
160;19990;On Writing: A Memoir of the Craft;Stephen King;eng;Intermediate;431;131481;genre fiction;19435;0;299;170;Amazon Digital Services,  Inc.;650
161;20080;Firefly Lane;Kristin Hannah;en-US;Intermediate;404;121966;genre fiction;321855;0;499;171;Amazon Digital Services,  Inc.;645
162;19870;Sphere;Michael Crichton;eng;Intermediate;377;128244;genre fiction;44736;268416;699;172;Random House LLC;640
163;20080;Love the One You're With;Emily Giffin;en-US;Intermediate;37;124812;genre fiction;56637;339822;899;174;Simon and Schuster Digital Sales Inc;630
164;20140;The Silkworm;Robert Galbraith, J.K. Rowling;eng;Intermediate;403;120008;genre fiction;60885;0;99;177;Amazon Digital Services,  Inc.;615
165;19850;The Vampire Lestat;Anne Rice;eng;Intermediate;405;141299;genre fiction;6039;36234;99;178;Amazon Digital Services,  Inc.;610
166;20110;State of Wonder;Ann Patchett;eng;Intermediate;385;124837;genre fiction;12100;0;20;179;Amazon Digital Services,  Inc.;605
167;20080;The Silver Linings Playbook;Matthew Quick;en-US;Intermediate;40;110939;genre fiction;5940;0;99;180;Amazon Digital Services,  Inc.;600
168;18690;Vingt Mille Lieues Sous les Mers;Jules Verne, Anthony Bonner;eng;Intermediate;386;121112;genre fiction;354025;0;595;181;Amazon Digital Services,  Inc.;595
169;20050;The Constant Princess;Philippa Gregory;en-US;Intermediate;388;124786;genre fiction;356405;213843;599;181;Penguin Group (USA) LLC;595
170;19250;Mrs Dalloway;Virginia Woolf, Maureen Howard;en-US;Intermediate;378;136327;genre fiction;11741;70446;199;182;Amazon Digital Services,  Inc.;590
171;20090;HundraÃ¥ringen som klev ut genom fÃ¶nstret och fÃ¶rsvann;Jonas Jonasson, Rod Bradbury;en-GB;Intermediate;381;92275;genre fiction;520065;312039;889;183;Macmillan;585
172;19980;Bag of Bones;Stephen King;en-US;Intermediate;387;131004;genre fiction;56925;0;99;185;Amazon Digital Services,  Inc.;575
173;19850;The Cider House Rules;John Irving;eng;Intermediate;41;124876;genre fiction;11343;0;199;186;Amazon Digital Services,  Inc.;570
174;19840;Thinner;Richard Bachman, Stephen King;en-GB;Intermediate;366;130219;genre fiction;165945;0;299;189;Amazon Digital Services,  Inc.;555
175;18720;Le tour du monde en quatre-vingts jours;Jules Verne, Michael Glencross, Brian W. Aldiss;eng;Intermediate;39;117108;genre fiction;443445;266067;799;189;Penguin Group (USA) LLC;555
176;19940;Walk Two Moons;Sharon Creech;eng;Intermediate;395;129350;nonfiction;5445;3267;99;190;Amazon Digital Services,  Inc.;550
177;20030;Onze minutos;Paulo Coelho, Margaret Jull Costa;eng;Intermediate;369;102206;genre fiction;5346;0;99;192;Amazon Digital Services,  Inc.;540
178;19530;Nine Stories;J.D. Salinger;eng;Intermediate;419;105138;genre fiction;21546;0;399;192;Amazon Digital Services,  Inc.;540
179;20050;Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen;Julie Powell;eng;Intermediate;367;121373;nonfiction;159965;95979;299;193;Random House LLC;535
180;20070;Unwind;Neal Shusterman;eng;Intermediate;418;143892;genre fiction;5247;31482;99;194;Macmillan;530
181;19960;Drums of Autumn (Outlander, #4);Diana Gabaldon;eng;Intermediate;434;123736;nonfiction;102485;61491;199;197;Amazon Digital Services,  Inc.;515
182;20130;Prodigy;Marie Lu;eng;Intermediate;429;149702;genre fiction;15249;0;299;198;Amazon Digital Services,  Inc.;510
183;16030;The Tragedie of King Lear;William Shakespeare;eng;Intermediate;389;135448;genre fiction;201495;120897;399;199;Amazon Digital Services,  Inc.;505
184;19490;Death of a Salesman;Arthur Miller;eng;Novice;349;132061;genre fiction;543318;3259908;1091;201;Penguin Group (USA) LLC;498
185;20070;The Choice;Nicholas Sparks;en-US;Intermediate;399;93479;genre fiction;148304;0;299;202;Amazon Digital Services,  Inc.;496
186;20120;;Kate Egan;en-US;Famous;451;119915;genre fiction;295091;1770546;601;205;HarperCollins Publishers;491
187;19290;The Sound and the Fury;William Faulkner;eng;Intermediate;386;124665;genre fiction;24451;146706;499;206;Hachette Book Group;490
188;20050;A New Earth: Awakening to Your Life's Purpose;Eckhart Tolle;eng;Intermediate;402;106211;genre fiction;48312;289872;99;207;Amazon Digital Services,  Inc.;488
189;20020;BLEACHâ€•ãƒ–ãƒªãƒ¼ãƒâ€•ã€€1;Tite Kubo;eng;Intermediate;421;120004;fiction;260592;1563552;534;207;Penguin Group (USA) LLC;488
190;20130;;Allie Brosh;eng;Intermediate;417;118910;genre fiction;526953;3161718;1091;210;Penguin Group (USA) LLC;483
191;19920;The Shadow Rising ;Robert Jordan;en-US;Intermediate;421;122524;nonfiction;205758;1234548;426;210;HarperCollins Publishing;483
192;20030;Shantaram;Gregory David Roberts;eng;Intermediate;426;95213;genre fiction;47619;0;99;211;Amazon Digital Services,  Inc.;481
193;20080;From Dead to Worse;Charlaine Harris;eng;Intermediate;401;151095;genre fiction;4752;28512;99;212;Amazon Digital Services,  Inc.;480
194;19910;The Waste Lands;Stephen King, Ned Dameron;eng;Intermediate;424;117483;genre fiction;142922;0;299;213;Amazon Digital Services,  Inc.;478
195;19970;The Bone Collector;Jeffery Deaver;en-US;Intermediate;418;120541;genre fiction;525322;3151932;1099;213;Random House LLC;478
196;19950;Der Vorleser;Bernhard Schlink, Carol Brown Janeway;eng;Intermediate;373;119911;genre fiction;142324;0;299;214;Amazon Digital Services,  Inc.;476
197;19670;Brown Bear, Brown Bear, What Do You See?;Bill Martin Jr., Eric Carle;eng;Intermediate;419;125668;genre fiction;237524;1425144;499;214;Hachette Book Group;476
198;19890;Hyperion;Dan Simmons;eng;Intermediate;421;122225;genre fiction;47025;0;99;215;Amazon Digital Services,  Inc.;475
199;19470;The Pearl of the World;John Steinbeck;eng;Novice;341;133264;genre fiction;47025;28215;99;215;Amazon Digital Services,  Inc.;475
200;19710;The Exorcist;William Peter Blatty;en-US;Intermediate;414;124467;genre fiction;139932;0;299;219;Amazon Digital Services,  Inc.;468
201;20090;The Short Second Life of Bree Tanner;Stephenie Meyer;eng;Intermediate;351;145874;genre fiction;46134;0;99;220;Amazon Digital Services,  Inc.;466
202;19940;Snow Falling on Cedars;David Guterson;eng;Intermediate;38;131945;genre fiction;139334;0;299;220;Amazon Digital Services,  Inc.;466
203;19760;Roots;Alex Haley;en-US;Famous;442;118951;genre fiction;46035;27621;99;221;Macmillan;465
204;19880;Batman: The Killing Joke ;Alan Moore, Brian Bolland, Tim Sale;eng;Intermediate;436;113855;genre fiction;4554;27324;99;224;Random House LLC;460
205;19520;Invisible Man;Ralph Ellison;eng;Intermediate;384;123073;genre fiction;4554;0;99;224;Amazon Digital Services,  Inc.;460
206;20070;A Long Way Gone. Memoirs of a Boy Soldier;Ishmael Beah;en-US;Intermediate;414;116260;genre fiction;364344;0;799;226;Amazon Digital Services,  Inc.;456
207;19710;Mrs. Frisby and the Rats of NIMH;Robert C. O'Brien;;Intermediate;413;135978;genre fiction;181545;108927;399;227;Amazon Digital Services,  Inc.;455
208;19820;Different Seasons;Stephen King;eng;Intermediate;434;105961;genre fiction;500045;300027;1099;227;Simon and Schuster Digital Sales Inc;455
209;19530;The Little House Collection;Laura Ingalls Wilder, Garth Williams;;Intermediate;433;124320;genre fiction;519591;3117546;1147;228;Random House LLC;453
210;19980;The Girls' Guide to Hunting and Fishing;Melissa Bank;;Novice;329;113977;nonfiction;44847;0;99;228;Amazon Digital Services,  Inc.;453
211;20120;Wool Omnibus;Hugh Howey;eng;Intermediate;424;81982;genre fiction;225049;1350294;499;229;Penguin Group (USA) LLC;451
212;20020;Lamb: The Gospel According to Biff, Christ's Childhood Pal;Christopher Moore;en-US;Intermediate;426;118576;genre fiction;47925;28755;1065;230;Random House LLC;450
213;19970;The Power of Now;Eckhart Tolle;eng;Intermediate;41;104549;genre fiction;47712;286272;1065;231;Penguin Group (USA) LLC;448
214;20120;Let's Pretend This Never Happened (A Mostly True Memoir);Jenny  Lawson;eng;Intermediate;39;118475;genre fiction;44352;266112;99;231;Amazon Digital Services,  Inc.;448
215;20060;The Lies of Locke Lamora;Scott Lynch;eng;Intermediate;43;118751;genre fiction;132457;794742;299;234;Simon and Schuster Digital Sales Inc;443
216;19950;Sabriel;Garth Nix;en-US;Intermediate;417;137047;genre fiction;881118;5286708;1998;235;Random House LLC;441
217;20090;Dead and Gone;Charlaine Harris;eng;Intermediate;401;145157;genre fiction;217564;1305384;499;238;Random House LLC;436
218;20130;The Storyteller;Jodi Picoult;eng;Intermediate;426;109313;genre fiction;43065;0;99;239;Amazon Digital Services,  Inc.;435
219;20110;Obsidian;Jennifer L. Armentrout;eng;Intermediate;423;164832;genre fiction;519167;3115002;1199;240;Penguin Group (USA) LLC;433
220;19820;Life, the Universe and Everything;Douglas Adams;eng;Intermediate;419;131562;genre fiction;259367;1556202;599;240;Hachette Book Group;433
221;20130;Crown of Midnight;Sarah J. Maas;en-CA;Famous;449;160485;genre fiction;42669;256014;99;241;Amazon Digital Services,  Inc.;431
222;20040;Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life;Bryan Lee O'Malley;eng;Intermediate;418;126864;genre fiction;4257;25542;99;242;Random House LLC;430
223;20080;Half Broke Horses: A True Life Novel;Jeannette Walls;eng;Intermediate;405;110597;genre fiction;510774;3064644;1199;244;Penguin Group (USA) LLC;426
224;19870;Mort;Terry Pratchett;eng;Intermediate;422;128450;genre fiction;382122;2292732;897;244;Amazon Digital Services,  Inc.;426
225;20100;The Iron King (The Iron Fey, #1) ;Julie Kagawa;eng;Intermediate;392;158063;genre fiction;42075;25245;99;245;Macmillan;425
226;19850;Lonesome Dove;Larry McMurtry;en-US;Famous;447;111498;genre fiction;168777;0;399;246;Amazon Digital Services,  Inc.;423
227;20030;Stiff: The Curious Lives of Human Cadavers;Mary Roach;eng;Intermediate;405;122502;nonfiction;44730;26838;1065;248;Random House LLC;420
228;20110;Bloodlines;Richelle Mead;en-US;Intermediate;422;140599;genre fiction;41382;248292;99;249;Macmillan;418
229;19980;Ender's Shadow;Orson Scott Card;eng;Intermediate;43;115521;nonfiction;41184;0;99;250;Amazon Digital Services,  Inc.;416
230;20090;Twenties Girl;Sophie Kinsella;eng;Intermediate;382;119105;genre fiction;207085;124251;499;251;Random House LLC;415
231;19820;Schindler's Ark;Thomas Keneally;eng;Intermediate;434;108338;genre fiction;25379;152274;619;254;Amazon Digital Services,  Inc.;410
232;19700;The Bluest Eye;Toni Morrison;eng;Intermediate;399;109944;genre fiction;121992;0;299;255;Amazon Digital Services,  Inc.;408
233;20090;The White Queen;Philippa Gregory;eng;Intermediate;39;119739;genre fiction;168504;1011024;413;255;Amazon Digital Services,  Inc.;408
234;19650;The Autobiography of Malcolm X;Malcolm X, Alex Haley;eng;Intermediate;429;124805;nonfiction;202594;1215564;499;256;Random House LLC;406
235;19890;Preludes & Nocturnes;Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger;eng;Intermediate;43;122540;nonfiction;22518;135108;556;257;Amazon Digital Services,  Inc.;405
236;19990;Seabiscuit;Laura Hillenbrand;en-US;Intermediate;42;111497;genre fiction;10075;6045;25;258;HarperCollins Publishers;403
237;20030;Shutter Island;Dennis Lehane;eng;Intermediate;407;113718;genre fiction;427065;256239;1065;259;Penguin Group (USA) LLC;401
238;18940;The Complete Sherlock Holmes;Arthur Conan Doyle;eng;Famous;45;109754;genre fiction;318002;1908012;799;261;Penguin Group (USA) LLC;398
239;15990;The Tragedy of Julius Caesar;William Shakespeare, Roma Gill;eng;Intermediate;365;119933;genre fiction;39204;235224;99;262;Amazon Digital Services,  Inc.;396
240;20110;In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin;Erik Larson;eng;Intermediate;381;110481;genre fiction;39204;235224;99;262;Amazon Digital Services,  Inc.;396
